code,title,definition,code_range,class_kind,inclusions,exclusions
329717941,"Harmful pattern of use of synthetic cannabinoids, episodic","A pattern of episodic or intermittent use of synthetic cannabinoids that has caused damage to a person’s physical or mental health or has resulted in behaviour leading to harm to the health of others. The pattern of episodic synthetic cannabinoid use is evident over a period of at least 12 months. Harm to health of the individual occurs due to one or more of the following: (1) behaviour related to intoxication; (2) direct or secondary toxic effects on body organs and systems; or (3) a harmful route of administration. Harm to health of others includes any form of physical harm, including trauma, or mental disorder that is directly attributable to behaviour related to synthetic cannabinoid intoxication on the part of the person to whom the diagnosis of Harmful pattern of use of synthetic cannabinoids applies.",,category,,Episode of harmful use of synthetic cannabinoids|Synthetic cannabinoid dependence
644045474,"Hallucinogen dependence, sustained partial remission","After a diagnosis of Hallucinogen dependence, and often following a treatment episode or other intervention (including self-help intervention), there is a significant reduction in hallucinogen consumption for more than 12 months, such that even though intermittent or continuing hallucinogen use has occurred during this period, the definitional requirements for dependence have not been met.",,category,,Episode of harmful use of hallucinogens|Harmful pattern of use of hallucinogens
554273362,"Single episode depressive disorder, unspecified severity","Single episode depressive disorder, unspecified severity is diagnosed when the definitional requirements of a depressive episode have been met, there is no history of prior depressive episodes, and there is insufficient information to determine the severity of the current depressive episode. A depressive episode is characterised by a period of depressed mood or diminished interest in activities occurring most of the day, nearly every day during a period lasting at least two weeks accompanied by other symptoms such as difficulty concentrating, feelings of worthlessness or excessive or inappropriate guilt, hopelessness, recurrent thoughts of death or suicide, changes in appetite or sleep, psychomotor agitation or retardation, and reduced energy or fatigue. The symptoms are associated with at least some difficulty in continuing with ordinary work, social, or domestic activities.",,category,,
100209899,"Harmful pattern of use of dissociative drugs including ketamine or PCP, continuous","A pattern of continuous (daily or almost daily) use of dissociative drugs, including ketamine and phencyclidine (PCP), that has caused damage to a person’s physical or mental health or has resulted in behaviour leading to harm to the health of others. The pattern of continuous use of dissociative drugs is evident over a period of at least one month. Harm to health of the individual occurs due to one or more of the following: (1) behaviour related to intoxication; (2) direct or secondary toxic effects on body organs and systems; or (3) a harmful route of administration. Harm to health of others includes any form of physical harm, including trauma, or mental disorder that is directly attributable to behaviour related to dissociative drug intoxication on the part of the person to whom the diagnosis of Harmful pattern of use of dissociative drugs, including ketamine and PCP applies.",,category,,Episode of harmful use of dissociative drugs including ketamine or PCP|Dissociative drug dependence including ketamine or PCP
341458101,Harmful pattern of use of unknown or unspecified psychoactive substance,"A pattern of use of an unknown or unspecified psychoactive substance that has caused damage to a person’s physical or mental health or has resulted in behaviour leading to harm to the health of others. The pattern of substance use is evident over a period of at least 12 months if use is episodic or at least one month if use is continuous (i.e., daily or almost daily). Harm to health of the individual occurs due to one or more of the following: (1) behaviour related to intoxication; (2) direct or secondary toxic effects on body organs and systems; or (3) a harmful route of administration. Harm to health of others includes any form of physical harm, including trauma, or mental disorder that is directly attributable to behaviour related to substance intoxication on the part of the person to whom the diagnosis of Harmful pattern of use of unknown or unspecified psychoactive substance applies.",,category,,Episode of harmful use of unknown or unspecified psychoactive substances|Unknown or unspecified psychoactive substance dependence
1183832314,Prolonged grief disorder,"Prolonged grief disorder is a disturbance in which, following the death of a partner, parent, child, or other person close to the bereaved, there is persistent and pervasive grief response characterised by longing for the deceased or persistent preoccupation with the deceased accompanied by intense emotional pain (e.g. sadness, guilt, anger, denial, blame, difficulty accepting the death, feeling one has lost a part of one’s self, an inability to experience positive mood, emotional numbness, difficulty in engaging with social or other activities). The grief response has persisted for an atypically long period of time following the loss (more than 6 months at a minimum) and clearly exceeds expected social, cultural or religious norms for the individual’s culture and context. Grief reactions that have persisted for longer periods that are within a normative period of grieving given the person’s cultural and religious context are viewed as normal bereavement responses and are not assigned a diagnosis. The disturbance causes significant impairment in personal, family, social, educational, occupational or other important areas of functioning.",,category,,
119512795,Opioid-induced mood disorder,"Opioid-induced mood disorder is characterised by mood symptoms (e.g., depressed or elevated mood, decreased engagement in pleasurable activities, increased or decreased energy levels) that develop during or soon after intoxication with or withdrawal from opioids. The intensity or duration of the symptoms is substantially in excess of mood disturbances that are characteristic of Opioid intoxication or Opioid withdrawal. The amount and duration of opioid use must be capable of producing mood symptoms. The symptoms are not better explained by a primary mental disorder (e.g., a Depressive disorder, a Bipolar disorder, Schizoaffective disorder), as might be the case if the mood symptoms preceded the onset of the opioid use, if the symptoms persist for a substantial period of time after cessation of the opioid use or withdrawal, or if there is other evidence of a pre-existing primary mental disorder with mood symptoms (e.g., a history of prior episodes not associated with opioid use).",,category,,
528060023,Encopresis with constipation or overflow incontinence,"Encopresis is the repeated passage of faeces in inappropriate places occurring repeatedly (e.g., at least once per month over a period of several months) in an individual who has reached the developmental age when faecal continence is ordinarily expected (4 years). The faecal incontinence may have been present from birth (i.e., an atypical extension of normal infantile incontinence), or may have arisen following a period of acquired bowel control. Encopresis with constipation and overflow incontinence is the most common form of faecal soiling, and involves retention and impaction of faeces. Stools are typically — but not always — poorly formed (loose or liquid) and leakage may range from occasional to continuous. There is often a history of toilet avoidance leading to constipation.",,category,,
719650647,"Nicotine dependence, current use",Current nicotine dependence with nicotine use within the past month.,,category,,Episode of harmful use of nicotine|Harmful pattern of use of nicotine
1893759206,Negative symptoms in primary psychotic disorders,"Negative symptoms in primary psychotic disorders include constricted, blunted, or flat affect, alogia or paucity of speech, avolition (general lack of drive, or lack of motivation to pursue meaningful goals), asociality (reduced or absent engagement with others and interest in social interaction) and anhedonia (inability to experience pleasure from normally pleasurable activities). To be considered negative psychotic symptoms, relevant symptoms should not be entirely attributable to antipsychotic drug treatment, a depressive disorder, or an under-stimulating environment, and should not be a direct consequence of a positive symptom (e.g., persecutory delusions causing a person to become socially isolated due to fear of harm). The rating should be made based on the severity of negative symptoms during the past week.",,category,,
59160874,"Dissociative neurological symptom disorder, with tremor","Dissociative neurological symptom disorder, with tremor is characterised by involuntary oscillation of a body part that is not consistent with a recognised disease of the nervous system, other mental, behavioural or neurodevelopmental disorder, or other medical condition and does not occur exclusively during another dissociative disorder.",,category,,
723448021,"Harmful pattern of use of sedatives, hypnotics or anxiolytics","A pattern of sedative, hypnotic, or anxiolytic use that has caused clinically significant harm to a person’s physical or mental health or in which behaviour induced by sedatives, hypnotics or anxiolytics has caused clinically significant harm to the health of other people. The pattern of sedative, hypnotic, or anxiolytic use is evident over a period of at least 12 months if use is episodic and at least one month if use is continuous (i.e., daily or almost daily). Harm may be caused by the intoxicating effects of sedatives, hypnotics or anxiolytics, the direct or secondary toxic effects on body organs and systems, or a harmful route of administration.",,category,,"Sedative, hypnotic or anxiolytic dependence|Episode of harmful use of sedatives, hypnotics or anxiolytics"
986422897,"Nicotine dependence, sustained partial remission","After a diagnosis of nicotine dependence, and often following a treatment episode or other intervention (including self-help intervention), there is a significant reduction in nicotine consumption for more than 12 months, such that even though intermittent or continuing nicotine use has occurred during this period, the definitional requirements for dependence have not been met.",,category,,Episode of harmful use of nicotine|Harmful pattern of use of nicotine
118181509,Obsessive-compulsive or related disorder induced by unknown or unspecified psychoactive substance,"Obsessive-compulsive or related disorder induced by unknown or unspecified psychoactive substance is characterised by either repetitive intrusive thoughts or preoccupations, normally associated with anxiety and typically accompanied by repetitive behaviours performed in response, or by recurrent and habitual actions directed at the integument (e.g., hair pulling, skin picking) that develop during or soon after intoxication with or withdrawal from an unknown or unspecified psychoactive substance. The symptoms are not better explained by a primary mental disorder (in particular an Obsessive-compulsive or related disorder), as might be the case if the symptoms preceded the onset of the unknown or unspecified psychoactive substance use, if the symptoms persist for a substantial period of time after cessation of use or withdrawal of the unknown or unspecified psychoactive substance, or if there is other evidence of a pre-existing primary mental disorder with obsessive-compulsive or related symptoms (e.g., a history of prior episodes not associated with the unknown or unspecified psychoactive substance use).",,category,,
131545543,Delirium induced by unknown or unspecified psychoactive substance,"Delirium induced by unknown or unspecified psychoactive substance is characterised by an acute state of disturbed attention and awareness with specific features of delirium that develops during or soon after substance intoxication or withdrawal or during the use of an unknown or unspecified substance. The symptoms are not better explained by a primary mental disorder, by use of or withdrawal from another substance, or by another health condition that is not classified under Mental, behavioural and neurodevelopmental disorders.",,category,,
1852395328,Episode of harmful use of non-psychoactive substances,An episode of use of a non-psychoactive substance that has caused damage to a person’s physical or mental health. Harm to health of the individual occurs due to direct or secondary toxic effects on body organs and systems or a harmful route of administration. This diagnosis should not be made if the harm is attributed to a known pattern of non-psychoactive substance use.,,category,,Harmful pattern of use of non-psychoactive substances
1144287315,"Developmental language disorder, with other specified language impairment","Developmental language disorder with other specified language impairment is characterised by persistent difficulties in the acquisition, understanding, production or use of language (spoken or signed), that arise during the developmental period and cause significant limitations in the individual’s ability to communicate. The pattern of specific deficits in language abilities is not adequately captured by any of the other developmental language disorder categories.",,category,,Autism spectrum disorder|Diseases of the nervous system|Disorders of intellectual development|Selective mutism
173746753,Hallucinogen-induced psychotic disorder,"Hallucinogen-induced psychotic disorder is characterised by psychotic symptoms (e.g. delusions, hallucinations, disorganised thinking, grossly disorganised behaviour) that develop during or soon after intoxication with hallucinogens. The intensity or duration of the symptoms is substantially in excess of psychotic-like disturbances of perception, cognition, or behaviour that are characteristic of hallucinogen intoxication. The amount and duration of hallucinogen use must be capable of producing psychotic symptoms. The symptoms are not better explained by a primary mental disorder (e.g. Schizophrenia, a Mood disorder with psychotic symptoms), as might be the case if the psychotic symptoms preceded the onset of the hallucinogen use, if the symptoms persist for a substantial period of time after cessation of the hallucinogen use, or if there is other evidence of a pre-existing primary mental disorder with psychotic symptoms (e.g. a history of prior episodes not associated with hallucinogen use).",,category,,Psychotic disorder induced by other specified psychoactive substance|Alcohol-induced psychotic disorder
132142084,"Schizophrenia, multiple episodes, in partial remission","All definitional requirements for Schizophrenia, multiple episodes in terms of symptoms and duration were previously met. Symptoms have ameliorated such that the diagnostic requirements for the disorder have not been met for at least one month, but some clinically significant symptoms remain, which may or may not be associated with functional impairment. The partial remission may have occurred in response to medication or other treatment.",,category,,
816184127,Cannabis-induced psychotic disorder,"Cannabis-induced psychotic disorder is characterised by psychotic symptoms (e.g. delusions, hallucinations, disorganised thinking, grossly disorganised behaviour) that develop during or soon after intoxication with or withdrawal from cannabis. The intensity or duration of the symptoms is substantially in excess of psychotic-like disturbances of perception, cognition, or behaviour that are characteristic of Cannabis intoxication or Cannabis withdrawal. The amount and duration of cannabis use must be capable of producing psychotic symptoms. The symptoms are not better explained by a primary mental disorder (e.g. Schizophrenia, a Mood disorder with psychotic symptoms), as might be the case if the psychotic symptoms preceded the onset of the cannabis use, if the symptoms persist for a substantial period of time after cessation of the cannabis use or withdrawal, or if there is other evidence of a pre-existing primary mental disorder with psychotic symptoms (e.g. a history of prior episodes not associated with cannabis use).",,category,,
1851882275,"Recurrent depressive disorder, current episode mild","Recurrent depressive disorder, current episode mild is diagnosed when the definitional requirements for Recurrent depressive disorder have been met and there is currently a depressive episode of mild severity. A depressive episode is characterised by a period of depressed mood or diminished interest in activities occurring most of the day, nearly every day during a period lasting at least two weeks accompanied by other symptoms such as difficulty concentrating, feelings of worthlessness or excessive or inappropriate guilt, hopelessness, recurrent thoughts of death or suicide, changes in appetite or sleep, psychomotor agitation or retardation, and reduced energy or fatigue. In a mild depressive episode, the individual is usually distressed by the symptoms and has some difficulty in continuing to function in one or more domains (personal, family, social, educational, occupational, or other important domains). There are no delusions or hallucinations during the episode.",,category,,
655301620,"Hallucinogen dependence, sustained full remission","After a diagnosis of Hallucinogen dependence, and often following a treatment episode or other intervention (including self-intervention), the person has been abstinent from hallucinogens for 12 months or longer.",,category,,Episode of harmful use of hallucinogens|Harmful pattern of use of hallucinogens
499894965,Disorders due to addictive behaviours,"Disorders due to addictive behaviours are recognizable and clinically significant syndromes associated with distress or interference with personal functions that develop as a result of repetitive rewarding behaviours other than the use of dependence-producing substances. Disorders due to addictive behaviours include gambling disorder and gaming disorder, which may involve both online and offline behaviour.",6C50-6C5Z,block,,Compulsive sexual behaviour disorder|Paraphilic disorders
1448597234,Gaming disorder,"Gaming disorder is characterised by a pattern of persistent or recurrent gaming behaviour (‘digital gaming’ or ‘video-gaming’), which may be online (i.e., over the internet) or offline, manifested by:

1. impaired control over gaming (e.g., onset, frequency, intensity, duration, termination, context);

2. increasing priority given to gaming to the extent that gaming takes precedence over other life interests and daily activities; and

3. continuation or escalation of gaming despite the occurrence of negative consequences.

The pattern of gaming behaviour may be continuous or episodic and recurrent. The pattern of gaming behaviour results in marked distress or significant impairment in personal, family, social, educational, occupational, or other important areas of functioning. The gaming behaviour and other features are normally evident over a period of at least 12 months in order for a diagnosis to be assigned, although the required duration may be shortened if all diagnostic requirements are met and symptoms are severe.",,category,,Hazardous gaming|Bipolar type I disorder|Bipolar type II disorder
1683919430,Schizophrenia,"Schizophrenia is characterised by disturbances in multiple mental modalities, including thinking (e.g., delusions, disorganisation in the form of thought), perception (e.g., hallucinations), self-experience (e.g., the experience that one's feelings, impulses, thoughts, or behaviour are under the control of an external force), cognition (e.g., impaired attention, verbal memory, and social cognition), volition (e.g., loss of motivation), affect (e.g., blunted emotional expression), and behaviour (e.g., behaviour that appears bizarre or purposeless, unpredictable or inappropriate emotional responses that interfere with the organisation of behaviour). Psychomotor disturbances, including catatonia, may be present. Persistent delusions, persistent hallucinations, thought disorder, and experiences of influence, passivity, or control are considered core symptoms. Symptoms must have persisted for at least one month in order for a diagnosis of schizophrenia to be assigned. The symptoms are not a manifestation of another health condition (e.g., a brain tumour) and are not due to the effect of a substance or medication on the central nervous system (e.g., corticosteroids), including withdrawal (e.g., alcohol withdrawal).",,category,,Schizotypal disorder|schizophrenic reaction|Acute and transient psychotic disorder
1035710165,"Dementia due to use of sedatives, hypnotics or anxiolytics","Dementia due to use of sedatives, hypnotics or anxiolytics is characterised by the development of persistent cognitive impairments (e.g., memory problems, language impairment, and an inability to perform complex motor tasks) that meet the definitional requirements of Dementia that are judged to be a direct consequence of sedative, hypnotic, or anxiolytic use and that persist beyond the usual duration of action or withdrawal syndrome associated with the substance. The amount and duration of sedative, hypnotic, or anxiolytic use must be sufficient to produce the cognitive impairment. The cognitive impairment is not better accounted for by a disorder that is not induced by sedatives, hypnotics, or anxiolytics such as a dementia due to another medical condition.",,category,Late-onset psychoactive substance-induced psychotic disorder,
577260920,"Dissociative neurological symptom disorder, with facial spasm","Dissociative neurological symptom disorder, with facial spasm is characterised by involuntary muscle contractions or twitching of the face that is not consistent with a recognised disease of the nervous system, other mental, behavioural or neurodevelopmental disorder, or other medical condition and does not occur exclusively during another dissociative disorder.",,category,,
1048673005,Nocturnal enuresis,"Nocturnal enuresis refers to repeated voiding of urine into clothes or bed that occurs only during sleep (i.e., during the night) in an individual who has reached a developmental age when urinary continence is ordinarily expected (5 years). The urinary incontinence may have been present from birth (i.e., an atypical extension of normal infantile incontinence), or may have arisen following a period of acquired bladder control. In most cases, the behaviour is involuntary but in some cases it appears intentional.",,category,,
319592412,"Harmful pattern of use of multiple specified psychoactive substances, continuous","A pattern of continuous (daily or almost daily) use of multiple specified psychoactive substances or medications that are not included in the other substance classes specifically identified under Disorders Due to Substance Use that has caused damage to a person’s physical or mental health or has resulted in behaviour leading to harm to the health of others. The pattern of continuous substance use is evident over a period of at least one month. Harm to health of the individual occurs due to one or more of the following: (1) behaviour related to multiple substance intoxication or psychoactive medication use; (2) direct or secondary toxic effects on body organs and systems; or (3) a harmful route of administration. Harm to health of others includes any form of physical harm, including trauma, or mental disorder that is directly attributable to behaviour related to multiple substance intoxication or psychoactive medication use on the part of the person to whom the diagnosis of Harmful pattern of multiple specified psychoactive substances applies.",,category,,Episode of harmful use of multiple specified psychoactive substances|Multiple specified psychoactive substances dependence
1372161015,Substance-induced anxiety disorders,,,window,,
967849782,"Schizoaffective disorder, first episode","Schizoaffective disorder, first episode should be used to identify individuals experiencing symptoms that meet the diagnostic requirements for Schizoaffective disorder (including duration) but who have never before experienced an episode during which diagnostic requirements for Schizoaffective disorder or Schizophrenia were met.",,category,,
1929333008,"Harmful use of synthetic cathinones, continuous","A pattern of continuous (daily or almost daily) use of synthetic cathinones that has caused damage to a person’s physical or mental health or has resulted in behaviour leading to harm to the health of others. The pattern of continuous synthetic cathinone use is evident over a period of at least one month. Harm to health of the individual occurs due to one or more of the following: (1) behaviour related to intoxication; (2) direct or secondary toxic effects on body organs and systems; or (3) a harmful route of administration. Harm to health of others includes any form of physical harm, including trauma, or mental disorder that is directly attributable to behaviour related to synthetic cathinone intoxication on the part of the person to whom the diagnosis of Harmful use of synthetic cathinones applies.",,category,,Episode of harmful use of synthetic cathinones|Synthetic cathinone dependence
1835736371,Episode of harmful use of other specified psychoactive substance,"An episode of use of a specified psychoactive substance or medication that is not included in the other substance classes specifically identified under Disorders Due to Substance Use that has caused damage to a person’s physical or mental health or has resulted in behaviour leading to harm to the health of others. Harm to health of the individual occurs due to one or more of the following: (1) behaviour related to substance intoxication or psychoactive medication use; (2) direct or secondary toxic effects on body organs and systems; or (3) a harmful route of administration. Harm to health of others includes any form of physical harm, including trauma, or mental disorder that is directly attributable to behaviour related to substance intoxication or psychoactive medication use on the part of the person to whom the diagnosis of single episode of harmful use of other specified psychoactive substance applies. This diagnosis should not be made if the harm is attributed to a known pattern of use of the specified psychoactive substance.",,category,,Harmful pattern of use of other specified psychoactive substance|Other specified psychoactive substance dependence
15761418,"Bipolar type I disorder, currently in full remission","Bipolar type I disorder, currently in full remission is diagnosed when the full definitional requirements for Bipolar I disorder have been met in the past but there are no longer any significant mood symptoms.",,category,,
1155529213,Psychotic disorder induced by unknown or unspecified psychoactive substance,"Psychotic disorder induced by unknown or unspecified psychoactive substance is characterised by psychotic symptoms (e.g., delusions, hallucinations, disorganised thinking, grossly disorganised behaviour) that develop during or soon after intoxication with or withdrawal from an unknown or unspecified psychoactive substance. The symptoms are not better explained by a primary mental disorder (e.g., Schizophrenia, a Mood disorder with psychotic symptoms), as might be the case if the psychotic symptoms preceded the onset of the use of the unknown or unspecified psychoactive substance, if the symptoms persist for a substantial period of time after cessation of the use of the unknown or unspecified psychoactive substance or withdrawal from the unknown or unspecified psychoactive substance, or if there is other evidence of a pre-existing primary mental disorder with psychotic symptoms (e.g., a history of prior episodes not associated with the use of the unknown or unspecified psychoactive substance).",,category,,
162562386,Hallucinogen-induced mood disorder,"Hallucinogen-induced mood disorder is characterised by mood symptoms (e.g., depressed or elevated mood, decreased engagement in pleasurable activities, increased or decreased energy levels) that develop during or soon after intoxication with hallucinogens. The intensity or duration of the symptoms is substantially in excess of mood disturbances that are characteristic of hallucinogen intoxication. The amount and duration of hallucinogen use must be capable of producing mood symptoms. The symptoms are not better explained by a primary mental disorder (e.g., a Depressive disorder, a Bipolar disorder, Schizoaffective disorder), as might be the case if the mood symptoms preceded the onset of the hallucinogen use, if the symptoms persist for a substantial period of time after cessation of the hallucinogen use, or if there is other evidence of a pre-existing primary mental disorder with mood symptoms (e.g., a history of prior episodes not associated with hallucinogen use).",,category,,
1669279433,"Single episode depressive disorder, severe, without psychotic symptoms","Single episode depressive disorder, severe, without psychotic symptoms is diagnosed when the definitional requirements for Single episode depressive disorder are met and the current episode is severe and there are no delusions or hallucinations during the episode. A depressive episode is characterised by a period of depressed mood or diminished interest in activities occurring most of the day, nearly every day during a period lasting at least two weeks accompanied by other symptoms such as difficulty concentrating, feelings of worthlessness or excessive or inappropriate guilt, hopelessness, recurrent thoughts of death or suicide, changes in appetite or sleep, psychomotor agitation or retardation, and reduced energy or fatigue. In a severe depressive episode, many or most symptoms of a Depressive Episode are present to a marked degree, or a smaller number of symptoms are present and manifest to an intense degree. The individual has serious difficulty continuing to function in most domains (personal, family, social, educational, occupational, or other important domains).",,category,Major depression single episode without psychotic symptoms|Vital depression single episode without psychotic symptoms,
2099676649,Developmental learning disorder,"Developmental learning disorder is characterised by significant and persistent difficulties in learning academic skills, which may include reading, writing, or arithmetic. The individual’s performance in the affected academic skill(s) is markedly below what would be expected for chronological age and general level of intellectual functioning, and results in significant impairment in the individual’s academic or occupational functioning. Developmental learning disorder first manifests when academic skills are taught during the early school years. Developmental learning disorder is not due to a disorder of intellectual development, sensory impairment (vision or hearing), neurological or motor disorder, lack of availability of education, lack of proficiency in the language of academic instruction, or psychosocial adversity.",,category,,Symbolic dysfunctions
310393530,Disruptive behaviour or dissocial disorders,"Disruptive behaviour and dissocial disorders are characterised by persistent behaviour problems that range from markedly and persistently defiant, disobedient, provocative or spiteful (i.e., disruptive) behaviours to those that persistently violate the basic rights of others or major age-appropriate societal norms, rules, or laws (i.e., dissocial). Onset of Disruptive and dissocial disorders is commonly, though not always, during childhood.",6C90-6C9Z,block,,
1157749237,Enuresis,"Enuresis is the repeated voiding of urine into clothes or bed, which may occur during the day or at night, in an individual who has reached a developmental age when urinary continence is ordinarily expected (5 years). The urinary incontinence may have been present from birth (i.e., an atypical extension of normal infantile incontinence), or may have arisen following a period of acquired bladder control. In most cases, the behaviour is involuntary but in some cases it appears intentional. Enuresis should not be diagnosed if unintentional voiding of urine is due to a health condition that interferes with continence (e.g., diseases of the nervous system or musculoskeletal disorders) or by congenital or acquired abnormalities of the urinary tract.",,category,Functional enuresis|Psychogenic enuresis|Urinary incontinence of nonorganic origin,Stress incontinence|Urge Incontinence|Functional urinary incontinence|Overflow Incontinence|Reflex incontinence|Extraurethral urinary incontinence
349321697,"Bipolar type II disorder, current episode depressive, severe with psychotic symptoms","Bipolar type II disorder, current episode depressive, severe, with psychotic symptoms is diagnosed when the definitional requirements for Bipolar type II disorder are met and the current episode is severe and there are delusions or hallucinations during the episode. A depressive episode is characterised by a period of depressed mood or diminished interest in activities occurring most of the day, nearly every day during a period lasting at least two weeks accompanied by other symptoms such as difficulty concentrating, feelings of worthlessness or excessive or inappropriate guilt, hopelessness, recurrent thoughts of death or suicide, changes in appetite or sleep, psychomotor agitation or retardation, and reduced energy or fatigue. In a severe depressive episode, many or most symptoms of a Depressive Episode are present to a marked degree, or a smaller number of symptoms are present and manifest to an intense degree. The individual has serious difficulty continuing to function in most domains (personal, family, social, educational, occupational, or other important domains).",,category,,
1605607466,"Sedative, hypnotic or anxiolytic dependence","Sedative, hypnotic or anxiolytic dependence is a disorder of regulation of sedative use arising from repeated or continuous use of these substances. The characteristic feature is a strong internal drive to use sedatives, hypnotics, or anxiolytics, which is manifested by impaired ability to control use, increasing priority given to use over other activities and persistence of use despite harm or negative consequences. These experiences are often accompanied by a subjective sensation of urge or craving to use these substances. Physiological features of dependence may also be present, including tolerance to the effects of sedatives, hypnotics or anxiolytics, withdrawal symptoms following cessation or reduction in use, or repeated use of sedatives or pharmacologically similar substances to prevent or alleviate withdrawal symptoms. The features of dependence are usually evident over a period of at least 12 months but the diagnosis may be made if sedative use is continuous (daily or almost daily) for at least 3 months.",,category,,"Episode of harmful use of sedatives, hypnotics or anxiolytics|Harmful pattern of use of sedatives, hypnotics or anxiolytics"
2110604642,Paraphilic disorders,"Paraphilic disorders are characterised by persistent and intense patterns of atypical sexual arousal, manifested by sexual thoughts, fantasies, urges, or behaviours, the focus of which involves others whose age or status renders them unwilling or unable to consent and on which the person has acted or by which he or she is markedly distressed. Paraphilic disorders may include arousal patterns involving solitary behaviours or consenting individuals only when these are associated with marked distress that is not simply a result of rejection or feared rejection of the arousal pattern by others or with significant risk of injury or death.",6D30-6D3Z,block,paraphilias,
831337417,Frontotemporal dementia,"Frontotemporal dementia (FTD) is a group of primary neurodegenerative disorders primarily affecting the frontal and temporal lobes. Onset is typically insidious with a gradual and worsening course. Several syndromic variants (some with an identified genetic basis or familiality) are described that include presentations with predominantly marked personality and behavioral changes (such as executive dysfunction, apathy, deterioration of social cognition, repetitive behaviours, and dietary changes), predominantly language deficits (that include semantic, agrammatic/nonfluent, and logopenic forms), predominantly movement-related deficits (progressive supranuclear palsy, corticobasal degeneration, multiple systems atrophy, or amyotrophic lateral sclerosis), or a combination of these deficits. Memory function often remains relatively intact, particularly during the early stages of the disorder.",,category,,
1706773916,"Bipolar type I disorder, current episode mixed, without psychotic symptoms","Bipolar type I disorder, current episode mixed, without psychotic symptoms is diagnosed when the definitional requirements for Bipolar type I disorder are met and the current episode is mixed and there are no delusions or hallucinations present during the episode. A mixed episode is characterised by the presence of several prominent manic and several prominent depressive symptoms consistent with those observed in manic episodes and depressive episodes, which either occur simultaneously or alternate very rapidly (from day to day or within the same day). Symptoms must include an altered mood state consistent with a manic and/or depressive episode (i.e., depressed, dysphoric, euphoric or expansive mood), and be present most of the day, nearly every day, during a period of at least 2 weeks, unless shortened by a treatment intervention. If the individual has experienced Manic or Mixed Episodes in the past, a duration of 2 weeks is not required in order to diagnose a current episode if all other diagnostic requirements are met.",,category,,
1855418451,Dementia due to Alzheimer disease with late onset,"Dementia due to Alzheimer disease that develops at the age of 65 years or above. This is the most common pattern, representing more than 95% of all cases.",,category,,
1061132490,"Bipolar type I disorder, current episode depressive, unspecified severity","Bipolar type I disorder, current episode depressive, unspecified severity is diagnosed when the definitional requirements for Bipolar type I disorder have been met and the current episode is depressive, but there is insufficient information to determine the severity of the current depressive episode. A depressive episode is characterised by a period of depressed mood or diminished interest in activities occurring most of the day, nearly every day during a period lasting at least two weeks accompanied by other symptoms such as difficulty concentrating, feelings of worthlessness or excessive or inappropriate guilt, hopelessness, recurrent thoughts of death or suicide, changes in appetite or sleep, psychomotor agitation or retardation, and reduced energy or fatigue. The symptoms are associated with at least some difficulty in continuing with ordinary work, social, or domestic activities.",,category,,
1582741816,Obsessive-compulsive disorder,"Obsessive-Compulsive Disorder is characterised by the presence of persistent obsessions or compulsions, or most commonly both. Obsessions are repetitive and persistent thoughts, images, or impulses/urges that are intrusive, unwanted, and are commonly associated with anxiety. The individual attempts to ignore or suppress obsessions or to neutralize them by performing compulsions. Compulsions are repetitive behaviours including repetitive mental acts that the individual feels driven to perform in response to an obsession, according to rigid rules, or to achieve a sense of ‘completeness’. In order for obsessive-compulsive disorder to be diagnosed, obsessions and compulsions must be time consuming (e.g. taking more than an hour per day) or result in significant distress or significant impairment in personal, family, social, educational, occupational or other important areas of functioning.",,category,anankastic neurosis|obsessive-compulsive neurosis,obsessive compulsive behaviour
988400777,Partial dissociative identity disorder,"Partial dissociative identity disorder is characterised by disruption of identity in which there are two or more distinct personality states (dissociative identities) associated with marked discontinuities in the sense of self and agency. Each personality state includes its own pattern of experiencing, perceiving, conceiving, and relating to self, the body, and the environment. One personality state is dominant and normally functions in daily life, but is intruded upon by one or more non-dominant personality states (dissociative intrusions). These intrusions may be cognitive, affective, perceptual, motor, or behavioural. They are experienced as interfering with the functioning of the dominant personality state and are typically aversive. The non-dominant personality states do not recurrently take executive control of the individual’s consciousness and functioning, but there may be occasional, limited and transient episodes in which a distinct personality state assumes executive control to engage in circumscribed behaviours, such as in response to extreme emotional states or during episodes of self-harm or the reenactment of traumatic memories. The symptoms are not better explained by another mental, behavioural or neurodevelopmental disorder and are not due to the direct effects of a substance or medication on the central nervous system, including withdrawal effects, and are not due to a disease of the nervous system or a sleep-wake disorder. The symptoms result in significant impairment in personal, family, social, educational, occupational or other important areas of functioning.",,category,,
2070699808,Post traumatic stress disorder,"Post traumatic stress disorder (PTSD) may develop following exposure to an extremely threatening or horrific event or series of events. It is characterised by all of the following: 1) re-experiencing the traumatic event or events in the present in the form of vivid intrusive memories, flashbacks, or nightmares. Re-experiencing may occur via one or multiple sensory modalities and is typically accompanied by strong or overwhelming emotions, particularly fear or horror, and strong physical sensations; 2) avoidance of thoughts and memories of the event or events, or avoidance of activities, situations, or people reminiscent of the event(s); and 3) persistent perceptions of heightened current threat, for example as indicated by hypervigilance or an enhanced startle reaction to stimuli such as unexpected noises. The symptoms persist for at least several weeks and cause significant impairment in personal, family, social, educational, occupational or other important areas of functioning.",,category,Traumatic neurosis,Acute stress reaction|Complex post traumatic stress disorder
